type,	time,	latitude,	longitude,	altitude (ft),	speed (mph),	pace (min/mi),	course,	distance (mi),	distance_interval (ft),	name,	desc,
T	2018-11-22 14:45:33	40.746802000	-96.700698000	1243.4	8.7	6.90	1.2	1.963	12.75		
T	2018-11-22 14:45:34	40.746854000	-96.700698000	1243.1	12.9	4.64	0.0	1.967	18.95		
T	2018-11-22 14:45:35	40.746871000	-96.700698000	1243.0	4.2	14.21	0.0	1.968	6.19		
T	2018-11-22 14:45:36	40.746905000	-96.700699000	1242.8	8.4	7.10	358.7	1.970	12.39		
T	2018-11-22 14:45:37	40.746939000	-96.700699000	1242.6	8.4	7.10	0.0	1.973	12.39		
T	2018-11-22 14:45:38	40.746972000	-96.700700000	1242.4	8.2	7.32	358.7	1.975	12.03		
T	2018-11-22 14:45:39	40.747006000	-96.700701000	1242.2	8.4	7.10	358.7	1.977	12.39		
T	2018-11-22 14:45:40	40.747039000	-96.700701000	1242.0	8.2	7.32	0.0	1.980	12.02		
T	2018-11-22 14:45:41	40.747073000	-96.700702000	1241.8	8.4	7.10	358.7	1.982	12.39		
T	2018-11-22 14:45:42	40.747106000	-96.700703000	1241.9	8.2	7.32	358.7	1.984	12.03		
T	2018-11-22 14:45:43	40.747140000	-96.700704000	1242.2	8.4	7.10	358.7	1.987	12.39		
T	2018-11-22 14:45:44	40.747174000	-96.700705000	1242.4	8.4	7.10	358.7	1.989	12.39		
T	2018-11-22 14:45:45	40.747207000	-96.700705000	1242.7	8.2	7.32	0.0	1.991	12.02		
T	2018-11-22 14:45:46	40.747241000	-96.700706000	1243.0	8.4	7.10	358.7	1.994	12.39		
T	2018-11-22 14:45:47	40.747276000	-96.700707000	1243.3	8.7	6.90	358.8	1.996	12.75		
T	2018-11-22 14:45:48	40.747310000	-96.700707000	1243.5	8.4	7.10	0.0	1.998	12.39		
T	2018-11-22 14:45:49	40.747345000	-96.700708000	1243.8	8.7	6.90	358.8	2.001	12.75		
T	2018-11-22 14:45:50	40.747379000	-96.700708000	1243.9	8.4	7.10	0.0	2.003	12.39		
T	2018-11-22 14:45:51	40.747414000	-96.700708000	1243.9	8.7	6.90	0.0	2.006	12.75		
T	2018-11-22 14:45:52	40.747449000	-96.700709000	1243.8	8.7	6.90	358.8	2.008	12.75		
T	2018-11-22 14:45:53	40.747485000	-96.700709000	1243.8	8.9	6.71	0.0	2.010	13.12		
T	2018-11-22 14:45:54	40.747520000	-96.700709000	1243.7	8.7	6.90	0.0	2.013	12.75		
T	2018-11-22 14:45:55	40.747556000	-96.700709000	1243.7	8.9	6.71	0.0	2.015	13.12		
T	2018-11-22 14:45:56	40.747591000	-96.700709000	1243.6	8.7	6.90	0.0	2.018	12.75		
T	2018-11-22 14:45:57	40.747651000	-96.700709000	1243.5	14.9	4.03	0.0	2.022	21.86		
T	2018-11-22 14:45:58	40.747675000	-96.700710000	1243.4	6.0	10.06	358.2	2.024	8.75		
T	2018-11-22 14:45:59	40.747699000	-96.700710000	1243.2	6.0	10.06	0.0	2.025	8.74		
T	2018-11-22 14:46:00	40.747735000	-96.700710000	1243.0	8.9	6.71	0.0	2.028	13.12		
T	2018-11-22 14:46:01	40.747771000	-96.700711000	1242.8	8.9	6.71	358.8	2.030	13.12		
T	2018-11-22 14:46:02	40.747807000	-96.700712000	1242.6	8.9	6.71	358.8	2.033	13.12		
T	2018-11-22 14:46:03	40.747843000	-96.700713000	1242.4	8.9	6.71	358.8	2.035	13.12		
T	2018-11-22 14:46:04	40.747879000	-96.700715000	1242.1	9.0	6.70	357.6	2.038	13.13		
T	2018-11-22 14:46:05	40.747932000	-96.700718000	1241.8	13.2	4.55	357.5	2.041	19.33		
T	2018-11-22 14:46:06	40.747949000	-96.700720000	1241.7	4.2	14.15	354.9	2.042	6.22		
T	2018-11-22 14:46:07	40.747984000	-96.700721000	1241.6	8.7	6.90	358.8	2.045	12.75		
T	2018-11-22 14:46:08	40.748019000	-96.700721000	1241.4	8.7	6.90	0.0	2.047	12.75		
T	2018-11-22 14:46:09	40.748053000	-96.700716000	1241.4	8.5	7.06	6.4	2.050	12.46		
T	2018-11-22 14:46:10	40.748086000	-96.700706000	1241.4	8.4	7.13	12.9	2.052	12.34		
T	2018-11-22 14:46:11	40.748118000	-96.700691000	1241.5	8.4	7.11	19.6	2.054	12.38		
T	2018-11-22 14:46:12	40.748150000	-96.700669000	1241.6	9.0	6.69	27.5	2.057	13.16		
T	2018-11-22 14:46:13	40.748180000	-96.700644000	1241.8	8.8	6.80	32.3	2.059	12.94		
T	2018-11-22 14:46:14	40.748210000	-96.700615000	1242.0	9.2	6.49	36.2	2.062	13.57		
T	2018-11-22 14:46:15	40.748237000	-96.700583000	1242.2	9.0	6.64	41.9	2.064	13.24		
T	2018-11-22 14:46:16	40.748263000	-96.700550000	1242.4	9.0	6.68	43.9	2.067	13.17		
T	2018-11-22 14:46:17	40.748287000	-96.700516000	1242.7	8.8	6.85	47.0	2.069	12.85		
T	2018-11-22 14:46:18	40.748317000	-96.700463000	1243.1	12.5	4.81	53.2	2.073	18.31		
T	2018-11-22 14:46:19	40.748326000	-96.700445000	1243.3	4.1	14.74	56.6	2.074	5.97		
T	2018-11-22 14:46:20	40.748341000	-96.700407000	1243.7	8.1	7.42	62.5	2.076	11.86		
T	2018-11-22 14:46:21	40.748353000	-96.700369000	1244.1	7.8	7.72	67.4	2.078	11.40		
T	2018-11-22 14:46:22	40.748361000	-96.700329000	1244.5	7.8	7.68	75.2	2.080	11.46		
T	2018-11-22 14:46:23	40.748367000	-96.700267000	1245.2	11.8	5.08	82.7	2.084	17.32		
T	2018-11-22 14:46:24	40.748367000	-96.700246000	1245.5	4.0	15.12	90.0	2.085	5.82		
T	2018-11-22 14:46:25	40.748366000	-96.700203000	1246.0	8.1	7.38	91.8	2.087	11.92		
T	2018-11-22 14:46:26	40.748362000	-96.700159000	1246.6	8.4	7.17	96.8	2.089	12.28		
T	2018-11-22 14:46:27	40.748355000	-96.700114000	1247.2	8.7	6.91	101.6	2.092	12.73		
T	2018-11-22 14:46:28	40.748345000	-96.700070000	1247.7	8.7	6.92	106.7	2.094	12.72		
T	2018-11-22 14:46:29	40.748332000	-96.700027000	1248.2	8.7	6.86	111.8	2.097	12.82		
T	2018-11-22 14:46:30	40.748317000	-96.699986000	1248.8	8.6	6.98	115.8	2.099	12.61		
T	2018-11-22 14:46:31	40.748300000	-96.699948000	1249.3	8.3	7.20	120.6	2.101	12.22		
T	2018-11-22 14:46:32	40.748281000	-96.699911000	1249.8	8.4	7.11	124.1	2.104	12.37		
T	2018-11-22 14:46:33	40.748261000	-96.699876000	1250.4	8.3	7.25	127.0	2.106	12.13		
T	2018-11-22 14:46:34	40.748240000	-96.699840000	1251.0	8.6	7.00	127.6	2.108	12.57		
T	2018-11-22 14:46:35	40.748220000	-96.699805000	1251.7	8.3	7.25	127.0	2.111	12.13		
T	2018-11-22 14:46:36	40.748201000	-96.699768000	1252.5	8.4	7.11	124.1	2.113	12.37		
T	2018-11-22 14:46:37	40.748183000	-96.699731000	1253.2	8.3	7.23	122.7	2.115	12.17		
T	2018-11-22 14:46:38	40.748166000	-96.699693000	1253.9	8.3	7.20	120.6	2.118	12.22		
T	2018-11-22 14:46:39	40.748150000	-96.699654000	1254.7	8.4	7.17	118.4	2.120	12.28		
T	2018-11-22 14:46:40	40.748136000	-96.699614000	1255.4	8.3	7.21	114.8	2.122	12.20		
T	2018-11-22 14:46:41	40.748124000	-96.699574000	1256.1	8.1	7.39	111.6	2.125	11.91		
T	2018-11-22 14:46:42	40.748113000	-96.699533000	1256.6	8.2	7.30	109.5	2.127	12.05		
T	2018-11-22 14:46:43	40.748105000	-96.699492000	1257.2	8.0	7.50	104.4	2.129	11.73		
T	2018-11-22 14:46:44	40.748098000	-96.699451000	1257.6	7.9	7.56	102.7	2.131	11.64		
T	2018-11-22 14:46:45	40.748093000	-96.699410000	1258.1	7.8	7.65	99.1	2.133	11.51		
T	2018-11-22 14:46:46	40.748089000	-96.699369000	1258.6	7.8	7.68	97.3	2.136	11.45		
T	2018-11-22 14:46:47	40.748088000	-96.699328000	1259.1	7.7	7.74	91.8	2.138	11.37		
T	2018-11-22 14:46:48	40.748087000	-96.699287000	1259.4	7.7	7.74	91.8	2.140	11.37		
T	2018-11-22 14:46:49	40.748088000	-96.699245000	1259.4	7.9	7.56	88.2	2.142	11.64		
T	2018-11-22 14:46:50	40.748090000	-96.699204000	1259.5	7.8	7.73	86.3	2.144	11.38		
T	2018-11-22 14:46:51	40.748092000	-96.699162000	1259.6	8.0	7.55	86.4	2.146	11.66		
T	2018-11-22 14:46:52	40.748095000	-96.699120000	1259.6	8.0	7.53	84.6	2.149	11.69		
T	2018-11-22 14:46:53	40.748099000	-96.699078000	1259.7	8.0	7.50	82.8	2.151	11.73		
T	2018-11-22 14:46:54	40.748102000	-96.699036000	1259.7	8.0	7.53	84.6	2.153	11.69		
T	2018-11-22 14:46:55	40.748105000	-96.698994000	1259.2	8.0	7.53	84.6	2.155	11.69		
T	2018-11-22 14:46:56	40.748108000	-96.698951000	1258.6	8.2	7.36	84.7	2.158	11.96		
T	2018-11-22 14:46:57	40.748111000	-96.698908000	1257.9	8.2	7.36	84.7	2.160	11.96		
T	2018-11-22 14:46:58	40.748114000	-96.698866000	1257.3	8.0	7.53	84.6	2.162	11.69		
T	2018-11-22 14:46:59	40.748117000	-96.698823000	1256.6	8.2	7.36	84.7	2.164	11.96		
T	2018-11-22 14:47:00	40.748120000	-96.698780000	1255.9	8.2	7.36	84.7	2.167	11.96		
T	2018-11-22 14:47:01	40.748123000	-96.698737000	1255.3	8.2	7.36	84.7	2.169	11.96		
T	2018-11-22 14:47:02	40.748125000	-96.698694000	1254.8	8.1	7.37	86.5	2.171	11.94		
T	2018-11-22 14:47:03	40.748128000	-96.698652000	1254.2	8.0	7.53	84.6	2.173	11.69		
T	2018-11-22 14:47:04	40.748130000	-96.698609000	1253.7	8.1	7.37	86.5	2.176	11.94		
T	2018-11-22 14:47:05	40.748133000	-96.698567000	1253.1	8.0	7.53	84.6	2.178	11.69		
T	2018-11-22 14:47:06	40.748135000	-96.698525000	1252.6	8.0	7.55	86.4	2.180	11.66		
T	2018-11-22 14:47:07	40.748138000	-96.698483000	1252.1	8.0	7.53	84.6	2.182	11.69		
T	2018-11-22 14:47:08	40.748140000	-96.698441000	1252.2	8.0	7.55	86.4	2.184	11.66		
T	2018-11-22 14:47:09	40.748143000	-96.698398000	1252.6	8.2	7.36	84.7	2.187	11.96		
T	2018-11-22 14:47:10	40.748146000	-96.698356000	1253.0	8.0	7.53	84.6	2.189	11.69		
T	2018-11-22 14:47:11	40.748149000	-96.698313000	1253.4	8.2	7.36	84.7	2.191	11.96		
T	2018-11-22 14:47:12	40.748152000	-96.698269000	1253.9	8.3	7.19	84.9	2.194	12.24		
T	2018-11-22 14:47:13	40.748155000	-96.698226000	1254.3	8.2	7.36	84.7	2.196	11.96		
T	2018-11-22 14:47:14	40.748158000	-96.698181000	1254.7	8.5	7.03	85.0	2.198	12.52		
T	2018-11-22 14:47:15	40.748162000	-96.698136000	1255.2	8.6	7.01	83.3	2.201	12.55		
T	2018-11-22 14:47:16	40.748166000	-96.698090000	1255.6	8.7	6.86	83.5	2.203	12.83		
T	2018-11-22 14:47:17	40.748170000	-96.698043000	1256.1	8.9	6.72	83.6	2.205	13.10		
T	2018-11-22 14:47:18	40.748174000	-96.697997000	1256.5	8.7	6.86	83.5	2.208	12.83		
T	2018-11-22 14:47:19	40.748178000	-96.697950000	1257.0	8.9	6.72	83.6	2.210	13.10		
T	2018-11-22 14:47:20	40.748183000	-96.697903000	1257.3	9.0	6.69	82.0	2.213	13.15		
T	2018-11-22 14:47:21	40.748188000	-96.697857000	1257.1	8.8	6.83	81.8	2.215	12.88		
T	2018-11-22 14:47:22	40.748192000	-96.697811000	1256.9	8.7	6.86	83.5	2.218	12.83		
T	2018-11-22 14:47:23	40.748197000	-96.697765000	1256.7	8.8	6.83	81.8	2.220	12.88		
T	2018-11-22 14:47:24	40.748202000	-96.697720000	1256.4	8.6	6.98	81.7	2.223	12.60		
T	2018-11-22 14:47:25	40.748206000	-96.697676000	1256.3	8.4	7.17	83.2	2.225	12.28		
T	2018-11-22 14:47:26	40.748211000	-96.697631000	1256.0	8.6	6.98	81.7	2.227	12.60		
T	2018-11-22 14:47:27	40.748215000	-96.697587000	1255.6	8.4	7.17	83.2	2.230	12.28		
T	2018-11-22 14:47:28	40.748218000	-96.697542000	1255.3	8.5	7.03	85.0	2.232	12.52		
T	2018-11-22 14:47:29	40.748220000	-96.697496000	1254.9	8.7	6.89	86.7	2.234	12.77		
T	2018-11-22 14:47:30	40.748222000	-96.697450000	1254.5	8.7	6.89	86.7	2.237	12.77		
T	2018-11-22 14:47:31	40.748223000	-96.697403000	1254.2	8.9	6.75	88.4	2.239	13.03		
T	2018-11-22 14:47:32	40.748223000	-96.697356000	1253.8	8.9	6.76	90.0	2.242	13.02		
T	2018-11-22 14:47:33	40.748222000	-96.697309000	1253.4	8.9	6.75	91.6	2.244	13.03		
T	2018-11-22 14:47:34	40.748221000	-96.697261000	1253.0	9.1	6.61	91.6	2.247	13.30		
T	2018-11-22 14:47:35	40.748219000	-96.697213000	1252.7	9.1	6.61	93.1	2.249	13.32		
T	2018-11-22 14:47:36	40.748217000	-96.697166000	1252.3	8.9	6.75	93.2	2.252	13.04		
T	2018-11-22 14:47:37	40.748215000	-96.697118000	1251.9	9.1	6.61	93.1	2.254	13.32		
T	2018-11-22 14:47:38	40.748212000	-96.697071000	1251.3	8.9	6.73	94.8	2.257	13.07		
T	2018-11-22 14:47:39	40.748209000	-96.697023000	1249.9	9.1	6.59	94.7	2.259	13.34		
T	2018-11-22 14:47:40	40.748207000	-96.696977000	1248.6	8.7	6.89	93.3	2.262	12.77		
T	2018-11-22 14:47:41	40.748205000	-96.696930000	1247.3	8.9	6.75	93.2	2.264	13.04		
T	2018-11-22 14:47:42	40.748204000	-96.696885000	1246.1	8.5	7.05	91.7	2.267	12.47		
T	2018-11-22 14:47:43	40.748203000	-96.696840000	1244.8	8.5	7.05	91.7	2.269	12.47		
T	2018-11-22 14:47:44	40.748202000	-96.696795000	1243.7	8.5	7.05	91.7	2.271	12.47		
T	2018-11-22 14:47:45	40.748200000	-96.696751000	1243.0	8.3	7.21	93.4	2.274	12.21		
T	2018-11-22 14:47:46	40.748196000	-96.696707000	1242.4	8.4	7.17	96.8	2.276	12.28		
T	2018-11-22 14:47:47	40.748189000	-96.696663000	1241.8	8.5	7.07	101.9	2.278	12.46		
T	2018-11-22 14:47:48	40.748179000	-96.696619000	1241.3	8.7	6.92	106.7	2.281	12.72		
T	2018-11-22 14:47:49	40.748165000	-96.696575000	1240.9	9.0	6.66	112.8	2.283	13.22		
T	2018-11-22 14:47:50	40.748148000	-96.696534000	1240.7	8.8	6.80	118.7	2.286	12.94		
T	2018-11-22 14:47:51	40.748127000	-96.696496000	1241.2	8.9	6.76	126.1	2.288	13.02		
T	2018-11-22 14:47:52	40.748103000	-96.696462000	1241.8	8.8	6.85	133.0	2.290	12.85		
T	2018-11-22 14:47:53	40.748075000	-96.696433000	1242.5	8.9	6.78	141.9	2.293	12.99		
T	2018-11-22 14:47:54	40.748045000	-96.696408000	1243.2	8.8	6.80	147.7	2.295	12.94		
T	2018-11-22 14:47:55	40.748013000	-96.696389000	1243.9	8.7	6.88	155.8	2.298	12.79		
T	2018-11-22 14:47:56	40.747980000	-96.696374000	1244.6	8.7	6.92	161.0	2.300	12.72		
T	2018-11-22 14:47:57	40.747947000	-96.696363000	1245.3	8.5	7.09	165.8	2.303	12.40		
T	2018-11-22 14:47:58	40.747916000	-96.696355000	1245.9	7.8	7.65	168.9	2.305	11.51		
T	2018-11-22 14:47:59	40.747884000	-96.696351000	1246.5	8.0	7.51	174.6	2.307	11.71		
T	2018-11-22 14:48:00	40.747853000	-96.696349000	1247.1	7.7	7.78	177.2	2.309	11.31		
T	2018-11-22 14:48:01	40.747821000	-96.696348000	1247.7	8.0	7.55	178.6	2.311	11.66		
T	2018-11-22 14:48:02	40.747788000	-96.696348000	1248.4	8.2	7.32	180.0	2.314	12.02		
T	2018-11-22 14:48:03	40.747754000	-96.696348000	1249.0	8.4	7.10	180.0	2.316	12.39		
T	2018-11-22 14:48:04	40.747719000	-96.696348000	1249.7	8.7	6.90	180.0	2.318	12.75		
T	2018-11-22 14:48:05	40.747685000	-96.696348000	1250.3	8.4	7.10	180.0	2.321	12.39		
T	2018-11-22 14:48:06	40.747651000	-96.696348000	1251.0	8.4	7.10	180.0	2.323	12.39		
T	2018-11-22 14:48:07	40.747619000	-96.696348000	1251.5	7.9	7.55	180.0	2.325	11.66		
T	2018-11-22 14:48:08	40.747587000	-96.696348000	1252.0	7.9	7.55	180.0	2.327	11.66		
T	2018-11-22 14:48:09	40.747555000	-96.696347000	1252.5	8.0	7.55	178.6	2.330	11.66		
T	2018-11-22 14:48:10	40.747524000	-96.696346000	1253.0	7.7	7.79	178.6	2.332	11.30		
T	2018-11-22 14:48:11	40.747493000	-96.696346000	1253.5	7.7	7.79	180.0	2.334	11.29		
T	2018-11-22 14:48:12	40.747461000	-96.696345000	1254.0	8.0	7.55	178.6	2.336	11.66		
T	2018-11-22 14:48:13	40.747429000	-96.696344000	1254.5	8.0	7.55	178.6	2.338	11.66		
T	2018-11-22 14:48:14	40.747397000	-96.696343000	1255.0	8.0	7.55	178.6	2.341	11.66		
T	2018-11-22 14:48:15	40.747364000	-96.696342000	1255.5	8.2	7.32	178.7	2.343	12.03		
T	2018-11-22 14:48:16	40.747332000	-96.696341000	1256.0	8.0	7.55	178.6	2.345	11.66		
T	2018-11-22 14:48:17	40.747299000	-96.696340000	1256.4	8.2	7.32	178.7	2.347	12.03		
T	2018-11-22 14:48:18	40.747267000	-96.696340000	1256.9	7.9	7.55	180.0	2.350	11.66		
T	2018-11-22 14:48:19	40.747234000	-96.696339000	1257.4	8.2	7.32	178.7	2.352	12.03		
T	2018-11-22 14:48:20	40.747202000	-96.696338000	1257.8	8.0	7.55	178.6	2.354	11.66		
T	2018-11-22 14:48:21	40.747170000	-96.696338000	1258.3	7.9	7.55	180.0	2.356	11.66		
T	2018-11-22 14:48:22	40.747139000	-96.696337000	1258.7	7.7	7.79	178.6	2.358	11.30		
T	2018-11-22 14:48:23	40.747108000	-96.696336000	1259.1	7.7	7.79	178.6	2.361	11.30		
T	2018-11-22 14:48:24	40.747077000	-96.696336000	1259.5	7.7	7.79	180.0	2.363	11.29		
T	2018-11-22 14:48:25	40.747047000	-96.696336000	1259.8	7.5	8.05	180.0	2.365	10.93		
T	2018-11-22 14:48:26	40.747016000	-96.696335000	1260.0	7.7	7.79	178.6	2.367	11.30		
T	2018-11-22 14:48:27	40.746986000	-96.696335000	1260.3	7.5	8.05	180.0	2.369	10.93		
T	2018-11-22 14:48:28	40.746956000	-96.696335000	1260.6	7.5	8.05	180.0	2.371	10.93		
T	2018-11-22 14:48:29	40.746926000	-96.696335000	1260.8	7.5	8.05	180.0	2.373	10.93		
T	2018-11-22 14:48:30	40.746896000	-96.696335000	1261.1	7.5	8.05	180.0	2.375	10.93		
T	2018-11-22 14:48:31	40.746867000	-96.696334000	1261.3	7.2	8.33	178.5	2.377	10.57		
T	2018-11-22 14:48:32	40.746837000	-96.696334000	1261.6	7.5	8.05	180.0	2.379	10.93		
T	2018-11-22 14:48:33	40.746807000	-96.696334000	1261.9	7.5	8.05	180.0	2.381	10.93		
T	2018-11-22 14:48:34	40.746777000	-96.696334000	1262.1	7.5	8.05	180.0	2.383	10.93		
T	2018-11-22 14:48:35	40.746746000	-96.696334000	1262.4	7.7	7.79	180.0	2.386	11.29		
T	2018-11-22 14:48:36	40.746716000	-96.696334000	1262.6	7.5	8.05	180.0	2.388	10.93		
T	2018-11-22 14:48:37	40.746685000	-96.696334000	1262.9	7.7	7.79	180.0	2.390	11.29		
T	2018-11-22 14:48:38	40.746654000	-96.696334000	1263.1	7.7	7.79	180.0	2.392	11.29		
T	2018-11-22 14:48:39	40.746623000	-96.696333000	1263.4	7.7	7.79	178.6	2.394	11.30		
T	2018-11-22 14:48:40	40.746591000	-96.696333000	1263.6	7.9	7.55	180.0	2.396	11.66		
T	2018-11-22 14:48:41	40.746558000	-96.696333000	1263.9	8.2	7.32	180.0	2.398	12.02		
T	2018-11-22 14:48:42	40.746526000	-96.696333000	1264.2	7.9	7.55	180.0	2.401	11.66		
T	2018-11-22 14:48:43	40.746493000	-96.696334000	1264.4	8.2	7.32	181.3	2.403	12.03		
T	2018-11-22 14:48:44	40.746461000	-96.696336000	1264.6	8.0	7.54	182.7	2.405	11.67		
T	2018-11-22 14:48:45	40.746428000	-96.696339000	1264.8	8.2	7.30	183.9	2.407	12.05		
T	2018-11-22 14:48:46	40.746396000	-96.696343000	1265.1	8.0	7.51	185.4	2.410	11.71		
T	2018-11-22 14:48:47	40.746365000	-96.696350000	1265.4	7.8	7.68	189.7	2.412	11.46		
T	2018-11-22 14:48:48	40.746335000	-96.696359000	1265.7	7.6	7.85	192.8	2.414	11.21		
T	2018-11-22 14:48:49	40.746305000	-96.696371000	1266.1	7.8	7.70	196.9	2.416	11.42		
T	2018-11-22 14:48:50	40.746277000	-96.696386000	1266.5	7.5	7.99	202.1	2.418	11.02		
T	2018-11-22 14:48:51	40.746250000	-96.696404000	1266.9	7.5	7.98	206.8	2.420	11.03		
T	2018-11-22 14:48:52	40.746225000	-96.696425000	1267.4	7.4	8.14	212.5	2.422	10.81		
T	2018-11-22 14:48:53	40.746201000	-96.696450000	1267.8	7.6	7.89	218.3	2.424	11.16		
T	2018-11-22 14:48:54	40.746178000	-96.696477000	1268.3	7.7	7.83	221.6	2.427	11.23		
T	2018-11-22 14:48:55	40.746158000	-96.696507000	1268.8	7.5	7.96	228.7	2.429	11.05		
T	2018-11-22 14:48:56	40.746140000	-96.696540000	1269.3	7.7	7.82	234.2	2.431	11.25		
T	2018-11-22 14:48:57	40.746124000	-96.696575000	1269.5	7.7	7.78	238.9	2.433	11.32		
T	2018-11-22 14:48:58	40.746110000	-96.696613000	1269.7	8.0	7.52	244.1	2.435	11.70		
T	2018-11-22 14:48:59	40.746099000	-96.696653000	1270.0	8.0	7.47	250.1	2.437	11.79		
T	2018-11-22 14:49:00	40.746090000	-96.696695000	1270.2	8.2	7.28	254.2	2.440	12.09		
T	2018-11-22 14:49:01	40.746084000	-96.696739000	1270.5	8.4	7.10	259.8	2.442	12.39		
T	2018-11-22 14:49:02	40.746080000	-96.696784000	1270.7	8.6	7.01	263.3	2.444	12.55		
T	2018-11-22 14:49:03	40.746077000	-96.696829000	1270.8	8.5	7.03	265.0	2.447	12.52		
T	2018-11-22 14:49:04	40.746074000	-96.696874000	1270.7	8.5	7.03	265.0	2.449	12.52		
T	2018-11-22 14:49:05	40.746071000	-96.696918000	1270.7	8.3	7.19	264.9	2.451	12.24		
T	2018-11-22 14:49:06	40.746068000	-96.696959000	1270.6	7.8	7.71	264.5	2.454	11.41		
T	2018-11-22 14:49:07	40.746062000	-96.696998000	1270.6	7.5	7.98	258.5	2.456	11.03		
T	2018-11-22 14:49:08	40.746054000	-96.697032000	1270.5	6.7	8.92	252.7	2.458	9.86		
T	2018-11-22 14:49:09	40.746043000	-96.697063000	1270.5	6.5	9.28	244.9	2.459	9.48		
T	2018-11-22 14:49:10	40.746028000	-96.697087000	1270.6	5.9	10.22	230.5	2.461	8.61		
T	2018-11-22 14:49:11	40.746009000	-96.697106000	1270.7	5.9	10.12	217.1	2.463	8.70		
T	2018-11-22 14:49:12	40.745985000	-96.697119000	1270.9	6.4	9.31	202.3	2.464	9.46		
T	2018-11-22 14:49:13	40.745958000	-96.697128000	1271.0	6.9	8.67	194.2	2.466	10.15		
T	2018-11-22 14:49:14	40.745928000	-96.697133000	1271.1	7.5	7.99	187.2	2.468	11.02		
T	2018-11-22 14:49:15	40.745896000	-96.697135000	1271.2	8.0	7.54	182.7	2.471	11.67		
T	2018-11-22 14:49:16	40.745861000	-96.697134000	1271.3	8.7	6.90	178.8	2.473	12.75		
T	2018-11-22 14:49:17	40.745826000	-96.697132000	1271.4	8.7	6.89	177.5	2.476	12.76		
T	2018-11-22 14:49:18	40.745766000	-96.697127000	1271.6	14.9	4.02	176.4	2.480	21.90		
T	2018-11-22 14:49:19	40.745741000	-96.697125000	1271.6	6.2	9.64	176.5	2.481	9.13		
T	2018-11-22 14:49:20	40.745717000	-96.697123000	1271.7	6.0	10.04	176.4	2.483	8.76		
T	2018-11-22 14:49:21	40.745682000	-96.697122000	1271.7	8.7	6.90	178.8	2.485	12.75		
T	2018-11-22 14:49:22	40.745628000	-96.697121000	1271.5	13.4	4.47	179.2	2.489	19.68		
T	2018-11-22 14:49:23	40.745611000	-96.697121000	1271.4	4.2	14.21	180.0	2.490	6.19		
T	2018-11-22 14:49:24	40.745576000	-96.697121000	1271.3	8.7	6.90	180.0	2.493	12.75		
T	2018-11-22 14:49:25	40.745541000	-96.697122000	1271.2	8.7	6.90	181.2	2.495	12.75		
T	2018-11-22 14:49:26	40.745506000	-96.697123000	1271.1	8.7	6.90	181.2	2.498	12.75		
T	2018-11-22 14:49:27	40.745471000	-96.697125000	1271.0	8.7	6.89	182.5	2.500	12.76		
T	2018-11-22 14:49:28	40.745436000	-96.697127000	1270.8	8.7	6.89	182.5	2.502	12.76		
T	2018-11-22 14:49:29	40.745401000	-96.697130000	1270.7	8.7	6.89	183.7	2.505	12.78		
T	2018-11-22 14:49:30	40.745365000	-96.697132000	1270.4	9.0	6.70	182.4	2.507	13.13		
T	2018-11-22 14:49:31	40.745330000	-96.697133000	1270.2	8.7	6.90	181.2	2.510	12.75		
T	2018-11-22 14:49:32	40.745297000	-96.697130000	1270.0	8.2	7.30	176.1	2.512	12.05		
T	2018-11-22 14:49:33	40.745267000	-96.697121000	1269.8	7.6	7.85	167.2	2.514	11.21		
T	2018-11-22 14:49:34	40.745239000	-96.697104000	1269.6	7.7	7.83	155.3	2.516	11.24		
T	2018-11-22 14:49:35	40.745216000	-96.697078000	1269.5	7.5	7.96	139.4	2.518	11.05		
T	2018-11-22 14:49:36	40.745197000	-96.697045000	1269.5	7.8	7.67	127.2	2.521	11.47		
T	2018-11-22 14:49:37	40.745181000	-96.697005000	1269.6	8.5	7.03	117.8	2.523	12.52		
T	2018-11-22 14:49:38	40.745168000	-96.696961000	1269.8	8.9	6.73	111.3	2.525	13.08		
T	2018-11-22 14:49:39	40.745156000	-96.696916000	1269.9	9.0	6.66	109.4	2.528	13.21		
T	2018-11-22 14:49:40	40.745146000	-96.696871000	1270.1	8.9	6.77	106.3	2.530	12.99		
T	2018-11-22 14:49:41	40.745136000	-96.696825000	1270.2	9.0	6.64	106.0	2.533	13.26		
T	2018-11-22 14:49:42	40.745128000	-96.696780000	1270.4	8.7	6.87	103.2	2.535	12.81		
T	2018-11-22 14:49:43	40.745121000	-96.696735000	1270.6	8.7	6.91	101.6	2.538	12.73		
T	2018-11-22 14:49:44	40.745115000	-96.696690000	1270.8	8.6	6.95	100.0	2.540	12.66		
T	2018-11-22 14:49:45	40.745110000	-96.696644000	1271.0	8.8	6.83	98.2	2.543	12.88		
T	2018-11-22 14:49:46	40.745106000	-96.696599000	1271.1	8.6	7.01	96.7	2.545	12.55		
T	2018-11-22 14:49:47	40.745102000	-96.696553000	1271.3	8.7	6.86	96.5	2.547	12.83		
T	2018-11-22 14:49:48	40.745100000	-96.696507000	1271.3	8.7	6.89	93.3	2.550	12.77		
T	2018-11-22 14:49:49	40.745098000	-96.696460000	1271.2	8.9	6.75	93.2	2.552	13.04		
T	2018-11-22 14:49:50	40.745097000	-96.696413000	1271.1	8.9	6.75	91.6	2.555	13.03		
